,question,ref_answer,pred_answer,bleu_score,train_data
847,What happens to those who try to avoid sending the fee to the Rakshasa?,"If any household tries to avoid sending the fee to the Rakshasa, he slays them along with their children and wives and devours them all.","The fee is paid to the Rakshasa by the Asuras, and the",{'google_bleu': 0.09803921568627451},False
848,Why does the Brahmana feel that his family is in perpetual anxiety?,The Brahmana feels that his family is in perpetual anxiety because they live within the dominion of a weak and ignorant king who does not take measures to ensure the safety of the territories.,The Brahmana feels that his family is in perpetual anxiety.,{'google_bleu': 0.26119402985074625},True
849,Why does the Brahmana say that Brahmanas cannot dwell permanently within the dominions of any one?,"The Brahmana states that Brahmanas cannot dwell permanently within the dominions of any one because they are dependent on nobody and prefer to live like birds, ranging freely in all countries.",The Brahmana says that Brahmanas cannot dwell permanently within the dominions,{'google_bleu': 0.23015873015873015},False
850,What does the Brahmana consider as the highest sin?,"The Brahmana considers the killing of a Brahmana as the highest sin, for which there is no expiation.",The Brahmana considers the highest sin as the'sacrifice,{'google_bleu': 0.21621621621621623},True
851,Why does the Brahmana prefer sacrificing himself over sacrificing a Brahmana?,The Brahmana believes that sacrificing himself is better than the reluctant sacrifice of a Brahmana. He considers sacrificing a Brahmana as a cruel and sinful act with no escape from its consequences.,The Brahmana prefers sacrificing himself over sacrificing a Brahmana,{'google_bleu': 0.09230769230769231},True
852,What does the Brahmana say about abandoning or killing someone who seeks protection or death?,The Brahmana states that abandoning someone who seeks protection or killing someone who desires death at your hands is both cruel and sinful.,The Brahmana says that one should abandon or kill someone who seeks protection or death,{'google_bleu': 0.2111111111111111},True
853,What does the Brahmana say about performing acts that are cruel and censurable?,"The Brahmana mentions that the illustrious ones, knowledgeable about practices in seasons of distress, have said that one should never perform an act that is cruel and censurable.",The Brahmana says that one should sacrifice one's self and one's off,{'google_bleu': 0.0847457627118644},False
854,What is the Brahmana's intention regarding his own life?,"The Brahmana expresses his willingness to sacrifice himself and perish with his wife, rather than sanctioning the death of a Brahmana.",The Brahmana's intention is to save his own life.,{'google_bleu': 0.046511627906976744},True
855,How did the Rakshasa react upon seeing Bhima eating his food?,"The Rakshasa became filled with wrath and questioned Bhima, asking who the fool was that dared to eat his food in his presence.","The Rakshasa reacted with wrath, biting his net",{'google_bleu': 0.0851063829787234},False
856,How did Bhima respond to the Rakshasa's anger?,Bhima smiled in derision and continued eating the Rakshasa's food without paying any attention to him.,Bhima reacted with a sigh of relief and a s,{'google_bleu': 0.03225806451612903},True
857,What did the Rakshasa do when Bhima ignored him and continued eating?,"The Rakshasa struck Bhima heavily from behind with both his arms, but Bhima did not react or even look at him and continued eating as before.","The Rakshasa shook his head and shook his head, ",{'google_bleu': 0.05660377358490566},True
858,How did the combat between Bhima and the Rakshasa escalate?,"The Rakshasa, infuriated, tore up several trees and hurled them at Bhima, and Bhima retaliated by hurling an equal number of trees back at the Rakshasa.",Bhima and the Rakshasa were able to slay Bhim,{'google_bleu': 0.043859649122807015},True
859,How did Bhima eventually overpower the Rakshasa?,"Bhima, after a fierce struggle, pressed the Rakshasa down on the ground with his knees, seized his neck with his right hand, and bent him double with great force, causing the Rakshasa to roar and vomit blood.","Bhima overpowered the Rakshasa with his huge body and great strength,",{'google_bleu': 0.060240963855421686},True
860,Who was the Rishi who saw the disrobed Apsara Ghritachi?,The Rishi's name was Bharadwaja.,The Rishi who saw the disrobed Apsara Ghritachi was Bhara,{'google_bleu': 0.058823529411764705},True
861,How was Drona born?,"When the Rishi Bharadwaja felt the influence of desire upon seeing the disrobed Apsara, his vital fluid came out and he preserved it in a pot. From that fluid, Drona was born.","Drona was born in the plains of the Ganga, a region where the",{'google_bleu': 0.09420289855072464},True
862,Who was the friend of Bharadwaja and the king of Panchalas?,"The friend of Bharadwaja was named Prishata, and he was the king of Panchalas.",The friend of Bharadwaja and the king of Panchalas was,{'google_bleu': 0.3793103448275862},True
863,Who became the king of Panchalas after Prishata's death?,"Drupada, Prishata's son, succeeded him on the throne and became the king of Panchalas.",The king of Panchalas became the king of Panchalas after ,{'google_bleu': 0.22580645161290322},True
864,What did Drona ask from Rama when he heard that Rama was giving away his wealth?,Drona asked Rama to give him all his weapons and the knowledge of their use and withdrawal.,Drona asked Rama to give away his wealth to the poor and the poor.,{'google_bleu': 0.2878787878787879},False
865,What were the characteristics of the child who arose from the flames after the sanctified libation was poured on the fire?,"The child resembled a celestial, possessed the effulgence of fire, wore a crown, was encased in excellent armor, held a sword, and carried a bow and arrows.",The child who arose from the flames after the sanctified libation was,{'google_bleu': 0.03968253968253968},False
866,What was the voice from the skies saying about the prince who was born?,"The voice from the skies said that the prince was born for the destruction of Drona, would dispel the fears of the Panchalas, spread their fame, and remove the sorrow of the king.","The voice from the skies said that the prince who was born was a celestial,",{'google_bleu': 0.23943661971830985},True
867,"Who else was born after the prince, and what was her name?","After the prince, a daughter named Panchali (also known as Draupadi) was born. She was exceedingly handsome, with black eyes, dark complexion, blue and curly locks, and a fragrant body.","The prince was born after the prince, and what was her name?",{'google_bleu': 0.08},True
868,What did the incorporeal voice say about the dark-complexioned girl?,"The incorporeal voice said that the dark-complexioned girl would be the first of all women, the cause of the destruction of many Kshatriyas, and she would accomplish the purpose of the gods and bring danger to the Kauravas.",The incorporeal voice said that the dark-complexioned girl was a,{'google_bleu': 0.16455696202531644},True
869,What names were bestowed upon the newborn pair by the Brahmanas?,The son was named Dhrishtadyumna because of his excessive audacity and being born with a natural mail and weapon. The daughter was named Krishna because she was dark in complexion.,The names of the newborn pair were bestowed by the Brahmanas.,{'google_bleu': 0.02459016393442623},True
870,How did the sons of Kunti react upon hearing the Brahmana's words?,The sons of Kunti seemed to be pierced with darts and lost their peace of mind.,The sons of Kunti were pierced with darts upon hearing the,{'google_bleu': 0.25806451612903225},True
871,"Who suggested going to the country of Panchala, and why?","Kunti suggested going to the country of Panchala because they had lived in the current place for a long time, had already seen all the woods and gardens there, and obtaining alms was not as easy as before. She believed that the country of Panchala would be delightful and that alms were obtainable there.","The Brahmana suggested going to the country of Panchala, and why?",{'google_bleu': 0.11061946902654868},True
872,How did Yudhishthira respond to Kunti's suggestion?,"Yudhishthira acknowledged that it was their duty to obey Kunti's command, and he expressed uncertainty about whether his younger brothers were willing to go.",Yudhishthira reacted with a sigh of relief to,{'google_bleu': 0.02040816326530612},False
873,What was the reason for the Pandavas' journey towards Panchala?,The Pandavas were joyfully proceeding towards Panchala in order to reach their destination.,The reason for the Pandavas' journey towards Panchala was to slay Vy,{'google_bleu': 0.1},True
874,Who was guarding and showing the way to the Pandavas as they walked towards the Ganga?,"Dhananjaya (Arjuna) was walking before them, carrying a torch to show the way and guard them against wild animals.",The Pandavas were guarding and showing the way to the Pandavas as they walked towards,{'google_bleu': 0.05813953488372093},False
875,Who was the king of the Gandharvas and where was he sporting when the Pandavas arrived?,"The king of the Gandharvas, named Angaraparna, was sporting with his wives in a solitary region in the delightful waters of the Ganga.",The king of the Gandharvas was the king of the Gandharvas,{'google_bleu': 0.19387755102040816},False
876,Why did the king of the Gandharvas become angry upon hearing the footsteps of the approaching Pandavas?,"The king of the Gandharvas became angry because he considered the time of the approaching dusk to be the wandering time appointed for Yakshas, Gandharvas, and Rakshasas. He believed that if people approached them during that time out of greed, they and the Rakshasas would slay those fools.",The king of the Gandharvas became angry upon hearing the footsteps of the approaching Panda,{'google_bleu': 0.1407766990291262},True
877,What did the king of the Gandharvas state about his forest and his relationship with Kuvera?,"The king of the Gandharvas stated that his forest on the banks of the Ganga, where he delighted his senses, was named Angaraparna after his own name. He also mentioned being proud, haughty, and the friend of Kuvera.",The king of the Gandharvas said that he was a slayer,{'google_bleu': 0.1},False
878,What name did the Gandharva abandon after being vanquished by Arjuna?,The Gandharva abandoned his former name Angaraparna (the blazing vehicle) and adopted a new name after his burnt chariot.,The Gandharva abandoned his former name Angaraparna after being vanquished,{'google_bleu': 0.2804878048780488},True
879,What science did the Gandharva offer to impart to Arjuna?,"The Gandharva offered to impart the science of producing illusions, known as Chakshushi, to Arjuna.",The Gandharva offered to impart to Arjuna the science of illusions which G,{'google_bleu': 0.36363636363636365},True
880,How does one acquire the science of illusions according to the Gandharva?,"Normally, one acquires the science of illusions by standing on one leg for six months. However, the Gandharva offered to impart the knowledge to Arjuna without him having to observe any rigid vow.",The Gandharva teaches that one must acquire the science of illusions according to the,{'google_bleu': 0.09859154929577464},False
881,What gift did the Gandharva offer to Arjuna and his brothers?,The Gandharva offered a hundred steeds born in the country of the Gandharvas to Arjuna and each of his brothers.,The Gandharva offered Arjuna and his brothers a gift of chai,{'google_bleu': 0.1794871794871795},True
882,How did the Gandharva describe the horses he was giving to Arjuna?,"The Gandharva described the horses as celestial in color, endowed with the speed of the mind, employed in bearing the celestial beings and Gandharvas, and having the quality of not tiring despite being lean-fleshed.","The Gandharva described the horses he was giving to Arjuna as being """,{'google_bleu': 0.1095890410958904},True
883,What did the Gandharva equate to fragments of the thunderbolt in terms of unslayability?,"The horses that form a portion of the Kshatriya's chariot, especially those born in the region of the Gandharvas, were equated to fragments of the thunderbolt and considered unslayable.",The Gandharva equated fragments of the thunderbolt to fragments of,{'google_bleu': 0.13114754098360656},True
884,"Who was Tapati, and how was she related to Savitri?",Tapati was the daughter of the god Vivaswat (Surya) and the younger sister of Savitri.,"Tapati, the daughter of the god Vivaswat, was the younger sister of S",{'google_bleu': 0.4696969696969697},True
885,How did Savitri feel about Tapati's beauty and qualities?,Savitri considered Tapati to be the most beautiful and accomplished woman in the three worlds.,"Savitri felt that Tapati was a beautiful and beautiful woman, and that she was",{'google_bleu': 0.10344827586206896},True
886,Who did Surya (Vivaswat) decide to bestow Tapati in marriage to?,"Surya decided to bestow Tapati in marriage to King Samvarana, the son of Riksha.",Surya (Vivaswat) decided to bestow Tapati in marriage to,{'google_bleu': 0.39655172413793105},False
887,How was King Samvarana regarded by the people and compared to celestial beings?,"King Samvarana was highly regarded by the people, and apart from Brahmanas, he was worshiped by all. His achievements and virtues were compared to the splendor of Soma and the power of Surya.","King Samvarana was regarded by the people as a celestial being,",{'google_bleu': 0.11971830985915492},True
888,What was the narrative that the Gandharva intended to recite to Arjuna?,The Gandharva intended to recite the charming narrative of Tapati and her marriage to King Samvarana.,The Gandharva intended to recite to Arjuna the narrative that he,{'google_bleu': 0.27419354838709675},True
889,What caused the monarch to lose his senses and fall down?,The monarch lost his senses and fell down due to being overwhelmed by Kama (concupiscence) or desire.,The monarch lost his senses and fell down.,{'google_bleu': 0.36486486486486486},True
890,"Who appeared before the king after he fell down, and what did she say to him?","The maiden with sweet smiles and prominent and round hips appeared before the king, and she encouraged him to rise and not lose his reason, acknowledging his fame in the world.",The maiden of sweet smiles and prominent and round hips appeared before the king after,{'google_bleu': 0.3153846153846154},True
891,How did the king express his desire and affection for the maiden?,"The king expressed his burning desire and emotions to the maiden, acknowledging that he was being pierced by the arrows of Kama (the god of desire), and he pleaded for her mercy and love.",The king expressed his desire and affection for the maiden by expressing his affection for her,{'google_bleu': 0.13333333333333333},True
892,What did the king request from the maiden and how did he describe his feelings for her?,"The king requested the maiden's acceptance and love, describing himself as her obedient slave and adorer. He expressed that his heart was solely attracted to her and that he desired her as his companion.","The king requested that the maiden, a person of sweet smiles and prominent and",{'google_bleu': 0.07746478873239436},True
893,"Which form of marriage did the king propose, and why did he believe it to be the best?","The king proposed the Gandharva form of marriage, stating that it was considered the best among all forms of marriage. He urged the maiden to wed him in that manner.","The king proposed the form of marriage that he believed to be the best, and why",{'google_bleu': 0.1746031746031746},True
894,What is the story of Vasishtha considered in all the three worlds?,The story of Vasishtha is regarded as a Purana (legend) in all the three worlds.,The story of Vasishtha is considered as a Purana (legend),{'google_bleu': 0.48484848484848486},False
895,Who was the great king of worldwide fame mentioned in the story?,"The great king of worldwide fame mentioned in the story was Gadhi, the son of Kusika.","The great king of worldwide fame mentioned in the story was Gadhi, the son",{'google_bleu': 0.8181818181818182},True
896,Who was the son of Gadhi and what qualities did he possess?,"The son of Gadhi was Viswamitra, and he was described as a grinder of foes who possessed a large army and many animals and vehicles.",The son of Gadhi was a great king of worldwide fame and had ,{'google_bleu': 0.16666666666666666},True
897,Who did Samvarana desire to sport with on the mountain?,"Samvarana desired to sport with his wife, Tapati, on the mountain.","Samvarana wanted to sport with the king of the mountain, Gadhi",{'google_bleu': 0.22},True
898,What happened to the capital and the kingdom when there was a drought for twelve years?,"During the drought, not even a drop of rain fell, no corn grew, and the people, trees, and lower animals began to die. The inhabitants left their homes in despair, and hunger caused the capital to resemble the city of the king of the dead.",The capital and the kingdom were destroyed by the drought for twelve years.,{'google_bleu': 0.043689320388349516},False
899,"What happened when the cow of Vasishtha heard the word ""stay""?","The cow of Vasishtha, upon hearing the word ""stay,"" became terrible to behold, attacked Viswamitra's troops on all sides, and brought forth various armies from different parts of her body.","The cow of Vasishtha heard the word ""stay"" and raised her head and neck",{'google_bleu': 0.1619718309859155},True
900,Which armies were produced by the cow of Vasishtha from different parts of her body?,"The cow of Vasishtha produced an army of Palhavas from her tail, an army of Dravidas and Sakas from her udders, an army of Yavanas from her womb, an army of Savaras from her dung, an army of Kanchis from her urine, an army of Savaras from her sides, and hosts of other Mlechchhas from the froth of her mouth.","The cow of Vasishtha, armed with her wrath, produced different",{'google_bleu': 0.05343511450381679},True
901,How did Viswamitra's troops react to the attack from the cow of Vasishtha?,"Viswamitra's troops broke and fled, panic-stricken, in all directions before the cow of Vasishtha, driven away by the terrifying army produced by the cow.",Viswamitra's troops reacted to the attack from the cow of Vasish,{'google_bleu': 0.09433962264150944},True
902,What did Viswamitra conclude about Brahmana prowess and Kshatriya prowess?,"Viswamitra became disgusted with Kshatriya prowess and concluded that Brahmana prowess, demonstrated by the feat of Vasishtha's cow, was true prowess and strength. He turned his back on his regal splendor and set his mind on asceticism.",Viswamitra concluded that Brahmana prowess and Kshatriya,{'google_bleu': 0.08860759493670886},True
903,What was the final outcome for Viswamitra after turning his mind to asceticism?,"After abandoning his large domains and regal splendor, Viswamitra achieved success in asceticism, became a Brahmana, and ultimately drank Soma with Indra himself in Heaven.",Viswamitra turned his mind to asceticism and turned his mind to asceticism,{'google_bleu': 0.03636363636363636},False
904,Why did the Muni tie himself strongly with cords and throw himself into the river?,"The Muni, afflicted with grief and thinking he would drown, tied himself with cords and threw himself into the river.",The Muni tied himself strongly with cords and threw himself into the river.,{'google_bleu': 0.4186046511627907},False
905,What happened when the Muni threw himself into the river?,"The river, named Vipasa, cut the cords and cast the Rishi ashore, freeing him from the ties.",The Muni threw himself into the river and was drowned.,{'google_bleu': 0.0641025641025641},True
906,Why did the Muni throw himself into the river Satadru (the river of a hundred courses)?,"The Muni threw himself into the river Satadru, mistaking it for a mass of unquenchable fire, seeking to end his life.",The Muni threw himself into the river Satadru (the river of a,{'google_bleu': 0.3111111111111111},True
907,Who followed the Muni as he was about to re-enter his asylum?,His daughter-in-law named Adrisyanti followed the Muni as he was about to re-enter his asylum.,The Muni followed the Gandharva as he was about to re-ent,{'google_bleu': 0.3103448275862069},True
908,Whose voice did the Muni hear reciting the Vedas?,"The Muni heard the voice of his daughter-in-law Adrisyanti, who was pregnant with a child from his son Saktri, reciting the Vedas with the six graces of elocution.",The Muni heard the voice of the Lord Krishna reciting the Vedas.,{'google_bleu': 0.22033898305084745},True
909,Who was the celebrated king who performed the Soma sacrifice and gratified the Brahmanas with presents?,"The celebrated king was Kritavirya, a disciple of the Veda-knowing Bhrigus.",The celebrated king who performed the Soma sacrifice and gratified the Brahman,{'google_bleu': 0.15217391304347827},True
910,Why did some of the Bhrigus bury their wealth under the earth?,Some of the Bhrigus buried their wealth under the earth to protect it from the Kshatriyas.,"The Bhrigus buried their wealth under the earth, burying it under the soil",{'google_bleu': 0.3870967741935484},False
911,How did the Kshatriyas respond when they discovered a large treasure at the house of a particular Bhargava?,"The Kshatriyas, enraged and considering it deceitful, insulted the Brahmanas and slaughtered the Bhrigus with their sharp arrows.",The Kshatriyas were surprised to discover a large treasure at the house of ,{'google_bleu': 0.05128205128205128},True
912,Where did the women of the Bhrigu race flee out of fear?,The women of the Bhrigu race fled to the inaccessible mountains of Himavat.,The women of the Bhrigu race flee out of fear.,{'google_bleu': 0.4},True
913,What did the Kshatriyas do when they discovered that a woman held an embryo in her thigh to perpetuate her husband's race?,"The Kshatriyas went to destroy the embryo, but when they arrived, the child came out, tore up the thigh, and dazzled their eyes like the midday sun.",The Kshatriyas discovered that a woman held an embryo in her thigh,{'google_bleu': 0.040983606557377046},True
914,Why did the Kshatriyas seek the protection of the faultless woman?,The Kshatriyas sought the protection of the faultless woman because they were afflicted with woe and desired to regain their sight.,The Kshatriyas sought the protection of the faultless woman.,{'google_bleu': 0.3780487804878049},True
915,Why does the speaker say that their vow must not go in vain?,The speaker says that their vow must not go in vain because they cannot consent to be someone whose anger and vows are futile.,The speaker says that their vow must not go in vain.,{'google_bleu': 0.4148936170212766},True
916,What purpose does the speaker say anger and vows serve?,"The speaker says that anger and vows serve to restrain the wicked and protect the honest, particularly in the case of kings desiring to subjugate the whole earth.",The speaker says anger and vows serve the purpose of destroying all the worlds.,{'google_bleu': 0.17543859649122806},True
917,What event filled the speaker's soul with wrath?,"The extermination of the Bhrigu race by the Kshatriyas, including the killing of unborn children, filled the speaker's soul with wrath.",The speaker's soul filled with wrath.,{'google_bleu': 0.12222222222222222},True
918,Why does the speaker say that a punisher of crimes is necessary in the world?,"The speaker says that a punisher of crimes is necessary because if there is no punisher, the number of sinners becomes large.",The speaker says that a punisher of crimes is necessary in the world.,{'google_bleu': 0.4},True
919,What reason does the speaker give for being enraged with kings and others?,"The speaker says that they have just cause to be enraged with kings and others who are capable of protecting their fathers but choose not to, prioritizing their own pleasures instead.",The speaker gives the reason for being enraged with kings and others.,{'google_bleu': 0.14285714285714285},True
920,What does the speaker request from the Pitris?,The speaker requests guidance from the Pitris on what may benefit both themselves and the worlds.,The speaker requests that the Pitris be able to compass the three ends of,{'google_bleu': 0.16129032258064516},True
921,Who were the five Pandavas accompanied by on their journey to Panchala?,The five Pandavas were accompanied by their mother.,"The five Pandavas were accompanied by the tigers among men, the oppressors",{'google_bleu': 0.391304347826087},True
922,Where did the Brahmanas suggest the Pandavas go?,"The Brahmanas suggested that the Pandavas go to the abode of Drupada in the country of the Panchalas, where a great Swayamvara was taking place.",The Brahmanas suggested the Pandavas go to the savannah of,{'google_bleu': 0.20588235294117646},True
923,How was Draupadi described?,"Draupadi was described as a faultless beauty with eyes like lotus petals, endowed with youth and intelligence. She emitted a fragrance like that of the blue lotus for two miles around.",Draupadi described as a tiger who sat in a ,{'google_bleu': 0.06153846153846154},True
924,Who was the brother of Draupadi?,"The brother of Draupadi was Dhrishtadyumna, who was gifted with great prowess and was destined to be the slayer of Drona. He was born from the blazing fire and possessed natural mail, sword, bow, and arrows.","The brother of Draupadi was the tigers among men, the five Pandavas",{'google_bleu': 0.10493827160493827},True
925,Who were expected to attend the Swayamvara?,"Kings and princes who were performers of large sacrifices, devoted to study, holy, illustrious, of rigid vows, young, handsome, mighty car-warriors, and accomplished in arms were expected to attend the Swayamvara.",The tigers among men--the five Pandavas--set out for Panchal,{'google_bleu': 0.0},True
926,Who else would attend the Swayamvara?,"Actors, bards singing panegyrics of kings, dancers, reciters of Puranas, heralds, and powerful athletes from various countries would attend the Swayamvara.",The tigers among men--the five Pandavas--set out for Panchal,{'google_bleu': 0.0},True
927,What did the Brahmanas say Krishna might do at the Swayamvara?,The Brahmanas suggested that Krishna might choose someone among the Pandavas who was superior to the rest and earn great wealth by engaging in athletic encounters.,The Brahmanas said Krishna might do at the Swayamvara.,{'google_bleu': 0.0784313725490196},True
928,Who came to witness the Swayamvara?,"Many kings from other lands, illustrious Rishis, Duryodhana and the Kurus accompanied by Kama, and superior Brahmanas from every country came to witness the Swayamvara.",The kings of other lands came to his capital.,{'google_bleu': 0.07272727272727272},True
929,How was the grand amphitheatre decorated?,"The grand amphitheatre was shaded by a canopy of various colors, scented with black aloes, sprinkled with water mixed with sandal-paste, and decorated with garlands of flowers. The mansions surrounding it were white, adorned with wreaths and garlands of flowers, and had windows covered with golden net works.",The grand amphitheatre was decorated with a carved swayamvar,{'google_bleu': 0.06542056074766354},True
930,How were the mansions within the amphitheatre described?,"The mansions within the amphitheatre were seven-storied houses of various sizes, adorned with wreaths and garlands of flowers, and furnished with a hundred wide doors. They were beautified with various metals and resembled the peaks of the Himavat (Himalayas).",The mansions within the amphitheatre were described as being a s,{'google_bleu': 0.10919540229885058},True
931,Who were seated within the mansions?,"The lions among kings, the invited monarchs, who were adorned with fragrant paste and were devoted to Brahma, were seated within the mansions.",The kings of other lands came to his capital.,{'google_bleu': 0.0392156862745098},True
932,What were the citizens and country people doing during the Swayamvara?,The citizens and country people came to behold Krishna and took their seats on the platforms erected around the amphitheatre to witness the Swayamvara.,The citizens and country people were doing the Swayamvara.,{'google_bleu': 0.2127659574468085},True
933,How were the monarchs received by Drupada?,The monarchs who came to the Swayamvara were all received with reverence by Drupada.,The monarchs were received by Drupada with reverence and reverence.,{'google_bleu': 0.2222222222222222},True
934,How were the invited monarchs regarded by the whole world?,The invited monarchs were loved by the whole world for their good deeds and their dedication to Brahma.,The invited monarchs were regarded by the whole world as being worthy of the Swayam,{'google_bleu': 0.2857142857142857},True
935,How did the princes in the amphitheatre view each other?,"The princes in the amphitheatre viewed each other with jealousy, influenced by the god of desire and vying to win the daughter of Drupada.","The princes in the amphitheatre were intoxicated with pride of beauty,",{'google_bleu': 0.17346938775510204},False
936,Who came to witness the scene in the amphitheatre?,"Celestials, including the Rudras, Adityas, Vasus, twin Aswins, Swadhas, Marutas, Kuvera, Yama, Daityas, Suparnas, celestial Rishis, Gandharvas, Apsaras, and various other divine beings, came to witness the scene in the amphitheatre.","The princes were adorned with ear-rings, vying with one another",{'google_bleu': 0.005494505494505495},True
937,Whom did Krishna identify among the Pandavas?,"Krishna identified Yudhishthira, Bhima, Arjuna, and the twin heroes (Nakula and Sahadeva) among the Pandavas.",Krishna identified the Pandavas as being the kings of the savannahs,{'google_bleu': 0.08974358974358974},True
938,How did the other heroes present in the amphitheatre look at Draupadi?,"The other heroes, sons and grandsons of kings, with their eyes and hearts and thoughts fixed on Krishna, looked at Draupadi alone without noticing the Pandavas.","The other heroes present in the amphitheatre looked at Draupadi, who",{'google_bleu': 0.12280701754385964},True
939,Which princes exhibited their prowess for winning Draupadi?,"Princes such as Karna, Duryodhana, Salwa, Salya, Aswatthaman, Kratha, Sunitha, Vakra, the ruler of Kalinga and Banga, Pandya, Paundra, and the chief of the Yavanas, among others, exhibited their prowess to win Draupadi.",The princes exhibited their prowess for winning Draupadi by displaying,{'google_bleu': 0.038461538461538464},False
940,What made it challenging for the princes to win Draupadi?,"The bow provided was of extraordinary stiffness, and even in imagination, the princes could not string it.",The princes were enraged by the god of desire and influenced by the god,{'google_bleu': 0.06756756756756757},True
941,Who sought the protection of the Brahmanas out of fear when the monarchs rushed towards him?,"Drupada, upon seeing the monarchs rushing towards him, sought the protection of the Brahmanas.",The mighty bowmen (Bhima and Arjuna) of the Pandavas sought,{'google_bleu': 0.06451612903225806},True
942,Who among the Pandavas advanced to oppose the rushing monarchs?,"Bhima and Arjuna, the mighty bowmen of the Pandavas, advanced to oppose the monarchs.",The mighty bowmen (Bhima and Arjuna) of the Pandavas advanced,{'google_bleu': 0.25806451612903225},True
943,How did Bhima prepare himself to face the assailants?,"Bhima tore up a large tree like an elephant and stood with it, resembling the mace-bearing king of the dead (Yama), near Arjuna.",Bhima prepared himself to face the assailants with bows and arrow,{'google_bleu': 0.03773584905660377},False
944,Who identified Arjuna and Bhima among the Pandavas?,Krishna (Damodara) identified Arjuna and Bhima among the Pandavas.,Arjuna and Bhima identified Arjuna among the Pandavas.,{'google_bleu': 0.42857142857142855},True
945,Which youth was suspected to be Dharma's son and had left the amphitheatre?,"The youth of fair complexion, with eyes like lotus petals, and prominent nose was suspected to be Yudhishthira, Dharma's son.",The youth suspected to be Dharma's son had left the amphitheatre,{'google_bleu': 0.13333333333333333},True
946,Who expressed happiness upon hearing that Pritha and the Kaurava princes had escaped?,Halayudha (Valadeva) expressed happiness upon hearing that Pritha (Krishna's father's sister) and the Kaurava princes had escaped.,Pritha and the Kaurava princes had escaped from the sway,{'google_bleu': 0.23170731707317074},True
947,Why did Karna desist from the fight with Arjuna?,"Karna, thinking that Brahma energy is invincible, desisted from the fight.","Karna desisted from the fight with Arjuna, for that mighty",{'google_bleu': 0.26},True
948,Who engaged in a fierce fight like two elephants in rut?,Salya and Vrikodara (Bhima) engaged in a fight.,"The mighty heroes Salya and Vrikodara, well-skille",{'google_bleu': 0.15789473684210525},True
949,How did Bhima throw down Salya without hurting him much?,"Bhima threw Salya on the ground with great dexterity and skill, without causing him much harm.",Bhima threw down Salya without hurting him much.,{'google_bleu': 0.13636363636363635},True
950,Why were the other monarchs alarmed after Bhima's feat?,The other monarchs were alarmed and surrounded Bhima because they realized that the Brahmanas (referring to the Pandavas) were excellent warriors and they wanted to know their race and whereabouts before engaging in battle.,"The other monarchs were alarmed after Bhima's feat, as they thought that",{'google_bleu': 0.11267605633802817},True
951,What was the suggested course of action regarding the fight with the Brahmanas?,"The suggestion was to first ascertain the identity of the Brahmanas (Pandavas) and then cheerfully fight with them, as Brahmanas, despite their offenses, should be protected.",The suggested course of action regarding the fight with the Brahmanas was to take the,{'google_bleu': 0.09836065573770492},True
952,Who won Krishna in the competition and surrounded him with homage?,The youth who strung the foremost bow and brought down the mark was surrounded by the foremost Brahmanas who offered him their homage.,"The foremost of the Lunar princes, Dhrishtadyumn",{'google_bleu': 0.03333333333333333},True
953,What did the other hero do when the assembled monarchs advanced for a fight?,"The other hero, tearing up a large tree, rushed at the concourse of kings and felled them right and left like Yama himself smiting down creatures.","The other hero, who was surrounded by the foremost of Brahmana, ",{'google_bleu': 0.11818181818181818},True
954,Where did the couple of heroes and Krishna go after leaving the amphitheatre?,"They went into the abode of a potter in the suburbs of the town, where they found a lady and three other men sitting around her.",The couple of heroes and Krishna went to the amphitheatre to meet their fathers,{'google_bleu': 0.03773584905660377},True
955,What did Krishna do with the alms they obtained during their eleemosynary visits?,"Krishna devoted a portion of the alms to the gods, gave another portion to Brahmanas as gifts, gave a portion to the venerable lady, and distributed the rest among the five foremost men.",Krishna took the alms they obtained from the Lunar princes and gave them to the,{'google_bleu': 0.07042253521126761},True
956,How did the heroes identify themselves during their conversation before sleep?,"The heroes' talk indicated that they were not Vaisyas, Sudras, or Brahmanas but were bulls amongst Kshatriyas, discussing military subjects.","The heroes identified themselves as Dhrishtadyumna, the foremost",{'google_bleu': 0.022222222222222223},True
957,Who accompanied Kunti as they proceeded towards Drupada's place?,Krishna accompanied Kunti as they rode together on one of the cars.,Kunti accompanied Krishna as they proceeded towards Drupada's place,{'google_bleu': 0.13043478260869565},True
958,What preparations did King Drupada make for the arrival of the Pandavas?,"King Drupada kept ready a large collection of articles required for the wedding of each of the four orders, including fruits, sanctified garlands, coats of mail, shields, carpets, kine, seeds, implements of agriculture, various arts and sports equipment, weapons, and war utensils.",King Drupada prepared a large collection of articles (required by the ordinance,{'google_bleu': 0.09047619047619047},True
959,How were the Pandavas received by the ladies of King Drupada's household?,"The ladies of the king's household worshipped Kunti, the queen of the Kurus, with joyous hearts.",The Pandavas were received by the ladies of King Drupada's household.,{'google_bleu': 0.1},True
960,How did King Drupada and his ministers react upon seeing the Pandavas?,"King Drupada, along with his son and ministers, became exceedingly glad upon seeing the Pandavas, whom they understood to be of royal blood.",King Drupada and his ministers were shocked to see the Pandavas.,{'google_bleu': 0.10784313725490197},True
961,What did the Pandavas do after dinner at King Drupada's place?,"After dinner, the Pandavas showed interest in observing the various utensils of war.","The Pandavas, after dinner at King Drupada's place, gathered ",{'google_bleu': 0.05555555555555555},False
